SK_ID_CURR,N_BUREAU_LOANS,N_BUREAU_ACTIVE,N_BUREAU_BAD_DEBT,AVG_BUREAU_CREDIT_SUM
100100,5,0,0,632748.7
100102,5,2,0,294646.5
100103,3,1,0,148611.45
100104,1,0,0,765000.0
100105,6,1,0,277272.6
100106,1,0,0,225000.0
100107,1,1,0,124195.68
100108,3,2,0,216220.5
100109,13,3,0,128473.516
100110,1,1,0,65511.0
100111,12,3,0,208818.48
100112,2,2,0,65250.0
100113,3,2,0,203574.0
100114,4,2,0,58444.47
100115,1,0,0,18513.0
100116,17,8,0,449317.28
100117,8,2,0,223032.1
100119,8,4,0,107028.46
100120,2,2,0,184455.0
100121,1,0,0,70571.12
100122,3,3,0,210000.0
100123,6,3,0,203962.19
100124,2,0,0,371250.0
100125,2,1,0,121749.75
100126,5,1,0,208350.0
100128,28,4,0,282561.53
100129,1,1,0,1.03275e+07
100130,1,1,0,225000.0
100131,2,2,0,339750.0
100132,1,1,0,675000.0
100134,4,2,0,255102.05
100135,2,2,0,125509.5
100136,1,1,0,2.3138775e+06
100138,13,10,0,346568.2
100139,2,1,0,189627.75
100142,12,5,0,652551.75
100143,12,3,0,135465.22
100145,7,3,0,547169.1
100146,5,5,0,335700.0
100147,1,0,0,14661.0
100148,16,4,0,172724.36
100149,2,2,0,88017.7
100150,4,0,0,106875.0
100151,1,0,0,70416.0
100152,6,3,0,149115.7
100153,3,3,0,1.0460115e+06
100154,2,0,0,99517.5
100155,3,2,0,114667.5
100156,7,2,0,47106.645
100157,5,1,0,196035.02
100158,1,0,0,225000.0
100159,2,1,0,900000.0
100160,1,1,0,373500.0
100161,8,3,0,142702.31
100162,11,4,0,281935.72
100163,21,6,0,310183.06
100164,5,1,0,54160.688
100165,2,0,0,59034.242
100166,15,3,0,57846.19
100167,6,2,0,231731.88
100168,1,0,0,360000.0
100169,1,1,0,176382.0
100170,9,4,0,68277.6
100171,8,3,0,779664.4
100172,3,1,0,106012.5
100173,8,6,0,217995.75
100174,9,2,0,195550.84
100175,11,2,0,152067.69
100176,1,0,0,200655.0
100177,1,0,0,175824.0
100178,4,1,0,214672.5
100179,2,0,0,675641.25
100180,11,7,0,470458.28
100181,10,2,0,220338.9
100182,7,5,0,103194.0
100183,7,2,0,135001.02
100184,11,5,0,129297.68
100185,2,0,0,92326.14
100186,1,1,0,675000.0
100187,4,1,0,1.1032232e+06
100188,8,1,0,312315.75
100190,5,2,0,78867.0
100191,3,1,0,189720.0
100192,1,1,0,135000.0
100193,11,4,0,256080.48
100194,17,4,0,147409.62
100195,2,1,0,112500.0
100196,12,4,0,251830.88
100198,9,1,0,66662.97
100199,10,2,0,178197.2
100200,1,0,0,83790.0
100201,8,4,0,277303.5
100202,5,2,0,102209.58
100203,1,1,0,81000.0
100204,5,2,0,116100.0
100205,3,0,0,138694.5
100207,5,4,0,337860.0
100208,7,0,0,49725.0
100209,2,2,0,171000.0
100210,7,3,0,427178.56
100211,2,1,0,271328.4
100212,1,1,0,23502.645
100213,3,1,0,98471.23
100215,7,2,0,121484.68
100216,1,0,0,19371.69
100217,12,3,0,93395.73
100218,4,3,0,227395.72
100219,1,1,0,0.0
100220,7,1,0,158633.36
100221,10,0,0,134855.05
100222,14,5,0,392521.66
100223,7,4,0,1.047492e+06
100224,19,9,0,282781.75
100225,11,1,0,44483.727
100227,4,2,0,152156.27
100228,10,6,0,114116.85
100229,4,2,0,273116.25
100230,6,2,0,202847.42
100231,1,0,0,143955.0
100232,2,2,0,252000.0
100233,8,3,0,108190.86
100234,5,1,0,181042.2
100235,3,2,0,383655.0
100237,9,5,0,319834.22
100238,10,1,0,69584.164
100239,6,2,0,126594.49
100240,10,6,0,103755.83
100241,2,1,0,22407.75
100242,3,1,0,91204.29
100243,4,3,0,32626.125
100244,3,1,0,2.056065e+06
100245,10,4,0,344688.3
100246,6,1,0,78377.9
100247,16,6,0,164958.45
100248,3,0,0,157258.5
100249,3,1,0,117321.0
100250,1,0,0,118908.0
100251,10,3,0,490072.0
100252,2,1,0,675000.0
100253,9,2,0,462842.7
100254,9,4,0,970850.0
100255,4,0,0,175343.22
100256,3,1,0,52528.676
100257,5,4,0,79780.5
100259,2,2,0,366827.5
100260,3,1,0,150333.0
100261,2,0,0,354730.5
100262,5,1,0,698078.7
100263,4,2,0,241523.16
100264,3,0,0,215127.92
100265,1,1,0,75555.0
100266,6,3,0,410250.0
100267,4,3,0,135607.5
100268,6,2,0,150992.62
100269,5,2,0,123479.56
100270,5,0,0,75594.66
100271,8,1,0,396927.56
100272,3,2,0,3.0894638e+06
100274,1,1,0,1.8e+06
100275,6,1,0,114270.0
100276,3,1,0,203077.5
100278,3,3,0,392938.5
100279,9,4,0,225848.0
100280,15,3,0,1.6650709e+06
100281,12,5,0,294159.75
100283,2,0,0,76290.75
100284,5,1,0,968654.7
100285,4,3,0,56434.152
100286,4,0,0,258124.5
100289,4,0,0,190196.53
100290,17,7,0,118372.94
100291,2,2,0,424350.0
100292,8,3,0,224325.0
100293,2,1,0,141111.0
100294,7,1,0,239281.25
100295,6,1,0,273000.0
100298,2,1,0,266125.0
100299,4,1,0,93132.0
100300,1,1,0,162381.6
100301,9,3,0,27581.5
100302,13,6,0,156505.84
100303,10,2,0,150514.7
100304,11,1,0,180371.02
100306,2,0,0,66690.0
100307,13,4,0,394727.38
100308,5,3,0,159704.97
100309,2,1,0,94320.0
100310,3,2,0,620125.25
100311,14,6,0,81459.45
100312,3,2,0,988500.0
100313,10,3,0,191335.5
100314,2,0,0,89302.5
100315,7,3,0,757900.94
100316,9,1,0,428269.5
100317,10,2,0,339390.0
100318,1,1,0,8793.0
100319,3,1,0,2.6525235e+06
100320,6,3,0,976931.8
100321,7,3,0,654615.0
100322,2,1,0,612000.0
100325,9,2,0,346795.0
100326,1,1,0,157545.0
100327,1,1,0,798403.5
100328,5,2,0,252702.1
100329,1,1,0,0.0
100330,12,1,0,720360.3
100332,5,1,0,212796.0
100333,7,3,0,721330.06
100334,2,0,0,56824.11
100335,4,2,0,85892.61
100336,16,9,0,253338.19
100338,12,5,0,705772.2
100339,7,4,0,261578.58
100341,5,2,0,146257.1
100342,6,3,0,85328.25
100343,7,2,0,292502.2
100344,3,1,0,67781.61
100345,1,0,0,174708.0
100346,3,2,0,267711.0
100347,1,0,0,135000.0
100348,1,1,0,0.0
100349,25,5,0,122787.36
100350,9,3,0,73625.88
100351,3,0,0,124444.43
100352,11,5,0,463047.9
100356,4,1,0,326250.0
100357,3,2,0,460500.0
100358,14,7,0,406707.66
100359,4,1,0,201463.88
100360,2,0,0,56605.77
100361,3,0,0,38250.0
100362,11,2,0,186823.12
100363,2,1,0,1.0703025e+06
100364,1,0,0,315000.0
100365,3,1,0,437999.34
100366,3,3,0,492000.0
100367,2,0,0,675000.0
100368,5,2,0,361349.53
100369,2,0,0,47960.055
100370,6,1,0,66758.13
100371,3,2,0,1.324191e+06
100372,8,1,0,109008.555
100373,10,4,0,260294.08
100374,9,3,0,390125.56
100375,1,1,0,119700.0
100376,12,10,0,383921.62
100378,5,0,0,69216.03
100381,1,0,0,168750.0
100382,9,4,0,1.1944925e+06
100383,5,1,0,452982.6
100384,1,1,0,85266.0
100385,8,4,0,458386.88
100386,6,4,0,296775.75
100387,7,2,0,231995.36
100388,10,6,0,267511.5
100390,2,1,0,613125.0
100391,9,3,0,108230.0
100392,4,1,0,175594.44
100393,11,4,0,1.3185528e+06
100394,1,0,0,265353.72
100395,3,2,0,825000.0
100396,2,2,0,292500.0
100397,9,1,0,351581.0
100399,3,2,0,472237.97
100400,7,1,0,70001.52
100403,15,7,0,246048.16
100404,8,2,0,550588.0
100406,1,0,0,261000.0
100407,12,7,0,374402.62
100409,3,2,0,45511.5
100411,6,2,0,911837.25
100414,10,1,0,50741.414
100415,5,0,0,104158.8
100416,1,0,0,150858.0
100417,4,2,0,208125.0
100418,2,0,0,179662.5
100419,6,1,0,125403.0
100420,2,1,0,47612.25
100421,10,3,0,347491.06
100422,8,1,0,91932.6
100423,7,3,0,658918.1
100424,1,1,0,35172.0
100425,9,2,0,70938.29
100426,16,9,0,260215.84
100427,2,1,0,648225.0
100428,6,0,0,250191.0
100429,5,2,0,97453.8
100430,2,2,0,67500.0
100431,31,9,0,95371.85
100432,12,5,0,243033.86
100433,4,0,0,74748.375
100434,6,1,0,372855.75
100435,4,2,0,645750.0
100436,2,1,0,445500.0
100437,4,1,0,81026.42
100438,4,1,0,33102.113
100439,3,2,0,83847.47
100440,1,0,0,80365.5
100441,5,2,0,135275.52
100443,9,3,0,152585.0
100444,1,1,0,900000.0
100446,4,1,0,78480.13
100447,2,1,0,135675.0
100448,4,2,0,269982.3
100449,3,3,0,385650.0
100450,9,6,0,179104.33
100451,2,2,0,292500.0
100453,4,2,0,1.2694388e+06
100454,1,1,0,2.7e+06
100455,8,6,0,444762.97
100456,9,3,0,191887.58
100458,3,2,0,240600.0
100459,6,3,0,1.3692455e+06
100460,5,1,0,151532.38
100461,5,2,0,222995.7
100462,13,6,0,136029.17
100463,3,1,0,129715.5
100464,1,0,0,0.0
100466,11,2,0,270259.78
100470,9,3,0,530344.1
100472,1,1,0,900000.0
100473,18,6,0,553488.94
100475,7,4,0,217524.86
100476,3,2,0,566353.5
100477,2,2,0,256500.0
100478,6,2,0,259715.17
100479,1,1,0,22500.0
100481,2,0,0,30762.0
100482,4,0,0,39111.617
100483,9,4,0,148370.88
100484,2,1,0,27000.0
100485,2,1,0,685354.7
100486,3,0,0,146964.0
100488,2,0,0,917523.0
100489,1,0,0,101925.0
100492,2,1,0,576000.0
100493,10,4,0,530231.9
100494,8,0,0,143239.75
100495,6,2,0,566927.25
100496,1,1,0,45000.0
100497,1,0,0,247500.0
100498,3,2,0,412300.5
100500,2,1,0,107752.5
100501,5,2,0,683811.0
100502,3,2,0,1.5537e+06
100503,8,4,0,172157.81
100504,11,9,0,239349.94
100505,11,4,0,183781.56
100507,1,0,0,79974.0
100508,9,3,0,1.126737e+06
100509,1,1,0,450000.0
100510,9,5,0,551049.0
100511,3,3,0,159702.0
100512,1,1,0,450000.0
100514,13,5,0,485169.66
100515,9,3,0,1.1302955e+06
100516,4,0,0,50116.613
100517,14,4,0,490110.47
100519,5,2,0,119011.5
100521,18,7,0,126028.34
100522,3,0,0,84400.5
100523,5,3,0,411515.1
100525,1,1,0,67243.5
100527,5,2,0,312523.16
100528,10,1,0,101629.9
100530,2,0,0,37952.1
100531,3,0,0,92822.85
100534,7,1,0,346817.94
100535,2,1,0,180135.0
100536,8,1,0,49468.055
100537,12,2,0,516340.12
100538,15,5,0,180403.53
100539,5,1,0,112454.5
100540,1,1,0,270000.0
100541,2,2,0,88740.0
100542,10,5,0,100555.65
100543,2,1,0,181491.75
100544,5,4,0,61987.188
100545,6,3,0,423000.0
100546,5,1,0,59661.0
100547,20,10,0,219264.66
100548,15,3,0,62462.703
100549,5,0,0,147973.5
100550,6,5,0,306037.5
100551,5,1,0,137763.0
100552,5,2,0,1.1222052e+06
100553,1,0,0,90000.0
100554,1,0,0,692100.0
100555,2,2,0,109500.75
100557,5,0,0,144446.4
100558,4,2,0,113625.0
100560,19,4,0,298130.16
100561,7,6,0,221572.92
100562,13,4,0,511646.2
100563,5,1,0,385618.5
100564,2,1,0,253980.0
100566,6,1,0,215715.75
100567,2,2,0,111249.0
100568,7,3,0,119269.875
100570,3,1,0,59088.0
100571,1,1,0,1.35e+06
100572,2,0,0,64671.75
100573,4,1,0,173180.25
100574,2,1,0,1.305e+06
100575,2,0,0,315000.0
100577,10,4,0,73777.31
100578,2,2,0,98619.75
100579,1,1,0,675000.0
100580,5,1,0,276489.44
100581,12,5,0,124103.4
100582,10,5,0,340684.47
100583,7,4,0,900483.44
100584,14,3,0,192249.28
100585,2,1,0,146250.0
100586,6,1,0,92135.54
100587,2,1,0,33750.0
100588,5,2,0,145049.56
100589,2,1,0,94498.41
100592,3,1,0,231747.0
100593,8,2,0,73407.04
100594,4,3,0,145113.75
100595,2,2,0,465979.5
100596,13,2,0,153233.17
100597,1,1,0,900000.0
100598,7,1,0,262960.06
100599,2,2,0,707926.5
100600,12,5,0,264943.34
100601,11,7,0,279819.66
100603,8,2,0,87470.44
100605,1,1,0,1.96227e+06
100606,6,2,0,95008.5
100607,4,3,0,544500.0
100608,3,2,0,265704.0
100610,5,2,0,2.099682e+06
100612,8,4,0,181867.73
100614,2,2,0,122577.03
100615,10,4,0,151393.95
100617,13,7,0,114465.25
100618,6,2,0,786000.0
100619,4,3,0,43267.5
100620,1,1,0,135000.0
100621,1,1,0,405000.0
100622,6,1,0,16792.5
100624,1,1,0,450000.0
100626,6,1,0,912375.0
100627,1,1,0,2.3921775e+06
100628,13,6,0,82525.5
100629,8,5,0,436600.78
100630,12,4,0,322650.88
100631,2,0,0,51716.25
100633,3,1,0,614785.5
100635,5,3,0,288900.0
100636,10,5,0,512567.1
100637,7,3,0,427140.0
100638,1,0,0,47025.0
100639,5,1,0,94599.0
100640,4,1,0,2.2517415e+06
100643,5,2,0,159957.0
100644,2,1,0,822125.25
100645,3,0,0,22939.5
100646,1,1,0,189000.0
100647,9,2,0,163237.5
100648,2,1,0,100280.34
100649,2,1,0,99190.94
100650,10,1,0,139882.5
100651,2,1,0,68690.25
100652,2,0,0,149305.5
100653,7,4,0,124783.195
100654,6,5,0,208626.38
100655,3,2,0,42738.016
100656,3,1,0,217161.56
100657,8,3,0,158965.31
100658,8,5,0,87442.26
100660,1,1,0,405000.0
100662,1,0,0,31455.0
100663,5,3,0,158907.6
100664,3,1,0,604500.0
100666,3,2,0,261900.0
100667,5,0,0,79615.54
100668,8,3,0,168840.0
100669,3,1,0,120540.0
100670,2,0,0,159766.1
100671,1,0,0,67500.0
100672,4,2,0,530325.0
100673,4,1,0,578019.0
100674,4,3,0,267405.75
100675,6,2,0,367077.0
100677,7,6,0,1.3552661e+06
100678,7,4,0,1.0397624e+06
100679,2,0,0,64820.25
100680,1,1,0,90000.0
100681,6,5,0,377562.0
100682,1,1,0,495000.0
100683,3,0,0,609810.0
100684,2,1,0,1.4684962e+06
100685,6,2,0,105939.0
100686,8,3,0,841427.44
100687,7,1,0,69118.06
100688,7,4,0,273056.16
100689,2,0,0,41260.05
100691,17,7,0,366393.94
100692,5,1,0,258154.75
100693,1,0,0,255478.5
100694,5,1,0,91368.0
100695,5,2,0,162490.5
100696,2,2,0,1.445625e+06
100697,6,0,0,954518.25
100699,8,3,0,452248.97
100700,3,1,0,145963.5
100702,4,3,0,92441.25
100703,2,1,0,65954.07
100704,5,3,0,434011.5
100706,5,2,0,70149.35
100707,3,1,0,132846.0
100709,3,2,0,1.046445e+06
100710,11,6,0,366524.6
100711,5,2,0,238543.66
100712,5,4,0,436050.0
100713,5,3,0,1.3132872e+06
100714,2,2,0,414382.5
100715,8,3,0,116648.1
100716,2,2,0,135000.0
100717,3,1,0,151494.75
100718,1,1,0,589500.0
100719,1,0,0,118354.5
100720,3,1,0,120007.5
100722,3,3,0,1.7739e+06
100724,9,6,0,105407.47
100725,1,0,0,76014.0
100726,5,2,0,233983.8
100727,2,0,0,76880.25
100728,2,0,0,112500.0
100729,1,0,0,20080.62
100730,1,1,0,4.5e+06
100731,8,2,0,182800.88
100732,2,2,0,277528.5
100733,7,3,0,1.946871e+06
100734,5,2,0,56390.4
100735,5,4,0,429738.3
100736,16,5,0,338150.25
100737,5,0,0,143747.38
100738,15,3,0,276653.53
100739,2,1,0,1.0571736e+06
100741,3,0,0,9000.0
100742,4,3,0,158394.38
100743,3,1,0,29338.5
100745,2,2,0,36100.33
100746,4,2,0,644494.5
100747,12,6,0,619810.9
100748,1,0,0,74529.0
100749,5,2,0,410400.0
100750,5,4,0,90520.38
100751,8,4,0,373732.75
100752,5,1,0,59701.5
100753,5,4,0,258494.55
100754,6,3,0,582450.8
100757,4,1,0,105145.875
100758,6,3,0,132708.0
100759,7,1,0,230032.52
100760,7,1,0,66473.34
100761,4,2,0,158981.62
100762,11,4,0,171709.36
100763,5,0,0,110063.52
100764,3,2,0,437250.0
100765,1,0,0,17055.0
100766,2,1,0,156850.89
100768,2,1,0,136616.62
100769,1,0,0,68805.0
100770,5,3,0,979691.0
100771,9,2,0,230368.86
100772,10,3,0,492725.84
100773,5,1,0,145353.72
100774,1,0,0,238410.0
100775,1,0,0,22500.0
100776,5,0,0,365515.4
100777,10,3,0,3.6038435e+06
100778,5,1,0,282194.03
100779,7,2,0,309409.84
100780,2,2,0,258750.0
100781,6,4,0,187767.0
100782,8,4,0,258217.31
100783,2,2,0,221827.5
100785,13,2,0,282801.0
100786,6,2,0,279264.75
100787,10,2,0,105331.58
100788,3,2,0,501015.0
100789,5,2,0,101556.72
100790,2,1,0,461250.0
100791,1,1,0,715500.0
100792,1,0,0,89775.0
100793,2,1,0,429750.0
100794,3,0,0,87987.0
100795,5,1,0,482073.06
100796,10,5,0,392520.6
100797,2,1,0,562500.0
100798,5,3,0,31514.4
100799,5,1,0,314494.8
100800,1,1,0,490500.0
100802,1,1,0,157500.0
100803,4,1,0,48803.625
100804,5,4,0,328683.6
100805,1,1,0,1.744902e+06
100806,7,3,0,183767.14
100807,9,2,0,392120.7
100808,8,3,0,357604.3
100809,2,0,0,114207.75
100810,3,2,0,364350.0
100811,2,0,0,458302.5
100812,1,0,0,225000.0
100813,11,3,0,64009.83
100814,4,2,0,186176.25
100815,1,1,0,198000.0
100816,18,4,0,57318.23
100817,4,2,0,192298.28
100818,6,3,0,615199.5
100819,23,10,0,239903.17
100820,5,1,0,170079.16
100821,9,2,0,262141.0
100822,4,2,0,577740.4
100823,1,1,0,441000.0
100824,10,3,0,72871.484
100826,5,2,0,354343.5
100827,5,3,0,354193.2
100829,15,3,0,136774.86
100830,5,2,0,201180.6
100831,7,1,0,96109.13
100832,3,1,0,254815.5
100833,10,3,0,72782.49
100834,10,1,0,102173.055
100835,15,2,0,47501.4
100836,12,2,0,139310.62
100838,7,4,0,58211.824
100839,11,5,0,95544.0
100840,3,1,0,480168.0
100841,3,1,0,369000.0
100842,8,4,0,291079.4
100843,10,4,0,150930.33
100844,4,3,0,247235.62
100845,1,1,0,67500.0
100846,3,0,0,13500.0
100847,2,1,0,913365.0
100848,5,2,0,271022.4
100849,8,4,0,155599.39
100850,7,3,0,481900.28
100851,1,1,0,88182.0
100852,4,0,0,89996.625
100853,6,3,0,1.2804006e+06
100854,5,2,0,123081.71
100855,7,3,0,291983.72
100858,8,1,0,302455.2
100859,2,2,0,229500.0
100861,3,0,0,55327.5
100862,11,5,0,545464.0
100863,4,3,0,106210.125
100865,15,4,0,332905.72
100866,9,4,0,224366.77
100867,16,4,0,273453.7
100869,2,0,0,34821.0
100871,1,1,0,38065.5
100872,6,2,0,731917.5
100874,7,1,0,755357.1
100875,3,2,0,1.1234979e+06
100878,5,2,0,208483.2
100879,8,4,0,1.391715e+06
100880,13,2,0,99796.36
100882,1,0,0,15300.0
100883,1,1,0,23544.0
100884,2,1,0,130500.0
100885,7,1,0,168511.11
100886,5,2,0,390517.72
100887,2,1,0,352539.0
100888,1,0,0,327474.0
100889,2,1,0,1.035e+07
100890,12,4,0,241069.88
100891,7,1,0,81026.89
100893,10,0,0,87321.555
100894,14,0,0,173308.98
100896,4,2,0,920250.0
100897,3,1,0,108956.22
100898,2,0,0,167818.5
100899,9,3,0,251598.69
100900,6,3,0,75735.28
100902,9,2,0,118957.91
100903,2,1,0,848250.0
100904,4,1,0,49389.75
100905,10,6,0,122068.39
100906,1,1,0,160650.0
100907,1,0,0,130455.0
100908,2,0,0,109350.0
100910,1,1,0,1.746387e+06
100911,4,4,0,1.035e+06
100912,8,1,0,763404.75
100913,16,1,0,140745.66
100915,1,1,0,135000.0
100916,4,3,0,1.740375e+06
100917,8,2,0,168048.0
100918,1,0,0,99450.0
100919,3,0,0,99253.5
100920,2,2,0,490477.5
100921,6,3,0,87499.5
100922,1,0,0,123787.89
100923,2,2,0,235944.0
100924,5,1,0,106620.42
100925,1,0,0,53991.0
100926,1,0,0,113661.0
100927,5,1,0,136354.8
100928,10,2,0,70718.586
100929,2,1,0,384041.25
100930,1,0,0,24075.0
100931,6,2,0,286073.25
100932,9,4,0,123533.11
100934,4,0,0,38092.727
100935,3,2,0,101475.0
100937,5,2,0,836550.0
100938,4,1,0,225304.06
100939,3,3,0,131250.0
100940,3,0,0,461436.0
100942,8,3,0,314389.7
100943,8,5,0,172465.31
100944,3,1,0,1.125e+06
100945,3,2,0,389940.0
100946,3,1,0,368743.72
100947,5,3,0,419912.1
100948,1,0,0,675000.0
100950,3,2,0,106975.5
100951,2,2,0,3.2538465e+06
100952,10,2,0,297589.12
100953,6,2,0,352344.75
100954,16,3,0,351984.88
100955,6,3,0,278910.0
100956,4,2,0,62286.75
100958,7,2,0,270846.66
100959,6,3,0,272250.0
100960,3,1,0,73507.5
100961,3,0,0,57960.0
100962,6,1,0,210533.14
100963,11,4,0,176268.27
100964,1,0,0,59224.5
100965,4,2,0,189623.25
100966,2,1,0,91881.0
100967,8,5,0,216557.44
100968,1,0,0,123124.5
100969,4,2,0,323178.75
100970,4,3,0,82780.516
100972,3,2,0,107013.98
100973,2,1,0,192150.0
100974,7,2,0,165525.0
100975,4,1,0,789711.94
100977,2,2,0,146250.0
100978,7,1,0,200994.42
100979,2,0,0,85033.17
100980,6,1,0,50696.645
100981,6,0,0,191250.0
100982,1,1,0,67500.0
100983,5,5,0,645383.7
100984,14,3,0,231804.83
100985,1,1,0,1.17e+06
100986,1,1,0,2.7631845e+06
100987,3,1,0,72186.0
100988,2,2,0,733950.0
100989,1,0,0,27000.0
100990,4,3,0,429230.25
100991,7,1,0,58083.324
100992,7,4,0,573143.8
100993,2,1,0,270517.5
100994,3,1,0,179593.38
100995,9,2,0,308498.5
100996,16,8,0,350005.88
100997,4,1,0,98156.25
100998,1,1,0,184500.0
100999,3,2,0,117995.65
101000,5,0,0,346455.9
101001,8,2,0,227983.5
101002,9,3,0,565261.0
101003,5,2,0,961880.4
101004,3,1,0,30693.283
101006,17,5,0,96287.55
101007,3,3,0,138285.0
101009,3,2,0,99628.5
101011,2,2,0,107079.75
101012,10,3,0,249350.08
101014,4,1,0,337221.0
101017,18,6,0,413896.12
101018,9,3,0,770938.5
101019,26,10,0,290146.6
101020,1,0,0,18589.5
101021,3,0,0,120720.0
101022,3,2,0,219000.0
101024,11,4,0,253843.4
101025,2,2,0,351000.0
101026,8,2,0,432432.2
101028,7,5,0,135195.42
101029,1,0,0,3.5235e+06
101031,1,0,0,50448.33
101032,3,1,0,640575.0
101033,8,2,0,92398.89
101034,3,2,0,166183.5
101035,5,1,0,97571.7
101037,4,3,0,342862.88
101038,3,1,0,95527.5
101039,6,4,0,1.014045e+06
101040,5,2,0,510765.3
101041,3,3,0,517500.0
101042,7,1,0,172245.0
101043,3,1,0,66283.5
101044,1,0,0,55228.5
101045,3,1,0,54019.5
101046,2,0,0,90022.5
101047,3,2,0,349500.0
101048,1,0,0,1.296e+06
101049,6,3,0,226819.2
101050,3,3,0,117750.0
101051,5,2,0,683643.6
101052,1,1,0,225000.0
101053,3,1,0,251320.5
101054,4,2,0,186710.62
101055,3,1,0,124081.5
101056,2,2,0,162000.0
101057,4,2,0,113008.5
101058,6,3,0,106588.5
101059,22,4,0,653736.06
101060,8,5,0,173509.44
101061,6,2,0,88860.164
101062,3,0,0,32434.89
101063,1,0,0,24264.0
101064,7,3,0,141954.97
101065,2,2,0,941791.5
101066,6,3,0,456015.4
101067,9,4,0,765897.0
101068,11,3,0,86821.77
101069,7,0,0,149269.11
101070,3,0,0,67725.445
101071,5,3,0,48504.6
101072,2,2,0,432790.44
101073,13,4,0,456196.16
101074,5,1,0,477000.0
101075,9,1,0,42555.254
101076,13,9,0,152375.64
101078,4,1,0,132300.0
101079,10,3,0,256344.0
101081,15,4,0,273520.5
101083,6,3,0,45712.875
101084,2,0,0,992250.0
101085,1,1,0,67500.0
101086,2,0,0,41400.0
101087,22,4,0,307864.25
101088,3,1,0,133633.5
101089,13,5,0,171557.69
101090,4,1,0,132277.5
101092,4,2,0,662625.0
101093,1,1,0,405000.0
101095,2,1,0,155009.25
101096,1,1,0,90000.0
101097,2,2,0,260525.25
101098,7,3,0,124872.55
101099,16,2,0,329385.66
101100,4,0,0,197977.5
101101,2,1,0,470056.5
101102,2,1,0,3.3961725e+06
101103,3,2,0,84292.5
101104,7,3,0,87672.21
101105,2,1,0,410094.0
101106,6,1,0,328774.5
101107,1,0,0,33795.0
101108,6,3,0,640490.25
101110,7,0,0,54706.74
101111,8,3,0,693193.5
101112,7,2,0,413111.66
101113,4,3,0,373585.84
101114,3,1,0,2.241024e+06
101115,6,3,0,770625.0
101116,6,2,0,282102.7
101117,10,4,0,102839.87
101118,8,1,0,145209.94
101120,7,4,0,220045.28
101121,2,1,0,339851.25
101122,2,0,0,58771.17
101123,1,0,0,180000.0
101125,3,2,0,670800.0
101126,2,1,0,132750.0
101127,4,4,0,650498.6
101128,6,1,0,396459.38
101129,8,1,0,260477.5
101131,1,1,0,247500.0
101133,1,0,0,75060.0
101134,9,3,0,227322.6
101135,10,5,0,295820.1
101137,2,1,0,279787.5
101138,9,1,0,57112.65
